"review_order","source_row","decision_approve_edit_move_reject","native_russian_correction","english_correction","level","register_note","sensitive_content_note","reviewer_comment","russian","transliteration","english","category"
"504","1415","","","","","","","","Что вы больше всего любите есть?","Chto vy bolshe vsego lyubite est?","What's your favorite thing to eat?","Health & Body"
"505","1416","","","","","","","","Что здесь делал твой бывший муж?","Chto zdes delal tvoy byvshiy muzh?","What was your ex-husband doing here?","Fluency Builder 3"
"506","2416","","","","","","","","Вчера я был в его доме.","Vchera ya byl v ego dome.","I was at his house yesterday.","Home & Family Life"
"507","2419","","","","","","","","Я не смог найти его дом.","Ya ne smog nayti ego dom.","I failed in finding his house.","Home & Family Life"
"508","1420","","","","","","","","Может ли быть, что ты ошибаешься?","Mozhet li byt, chto ty oshibaeshsya?","Is it possible that you're wrong?","Fluency Builder 3"
"509","2424","","","","","","","","Я знал, что мы её найдём.","Ya znal, chto my eyo naydyom.","I knew we would find it.","Fluency Builder 5"
"510","2427","","","","","","","","Я говорю им то, что знаю.","Ya govoryu im to, chto znayu.","I tell them what I know.","Fluency Builder 5"
"511","2428","","","","","","","","Я пригласил его в мой дом.","Ya priglasil ego v moy dom.","I invited him to my house.","Home & Family Life"
"512","2436","","","","","","","","Идти должен он, и только он.","Idti dolzhen on, i tolko on.","He, and he alone, must go.","Fluency Builder 5"
"513","1440","","","","","","","","Вы понимаете всё, что она говорит?","Vy ponimaete vsyo, chto ona govorit?","Are you understanding everything she's saying?","Fluency Builder 3"
"514","1443","","","","","","","","Ты не чувствуешь, что дом трясётся?","Ty ne chuvstvuesh, chto dom tryasyotsya?","Don't you feel the house shaking?","Home & Family Life"
"515","2446","","","","","","","","Мы могли бы это тебе купить.","My mogli by eto tebe kupit.","We could buy that for you.","Shopping & Money"
"516","2451","","","","","","","","Вам повезло, что вы её нашли.","Vam povezlo, chto vy eyo nashli.","You were lucky to find it.","Fluency Builder 5"
"517","2454","","","","","","","","Я знаю, что тест был трудным.","Ya znayu, chto test byl trudnym.","I know the test was difficult.","Fluency Builder 5"
"518","2459","","","","","","","","Ты знаешь, что ты была права.","Ty znaesh, chto ty byla prava.","You know that you were right.","Fluency Builder 5"
"519","2471","","","","","","","","Я знаю, что должен тебе денег.","Ya znayu, chto dolzhen tebe deneg.","I know I owe you money.","Shopping & Money"
"520","2472","","","","","","","","Я знаю, кто украл ваш дневник.","Ya znayu, kto ukral vash dnevnik.","I know who stole your diary.","Fluency Builder 5"
"521","1473","","","","","","","","Что самое худшее, что может случиться?","Chto samoe khudshee, chto mozhet sluchitsya?","What's the worst that can happen?","Fluency Builder 3"
"522","1476","","","","","","","","Вы хотите сказать, что просто сдаётесь?","Vy khotite skazat, chto prosto sdayotes?","You mean you're just giving up?","Fluency Builder 3"
"523","2484","","","","","","","","Это только что пришло для тебя.","Eto tolko chto prishlo dlya tebya.","This just came in for you.","Fluency Builder 5"
"524","2485","","","","","","","","Он утверждает, что ты украл их.","On utverzhdaet, chto ty ukral ikh.","He claims that you stole them.","Fluency Builder 5"
"525","1488","","","","","","","","Ты действительно веришь, что это случится?","Ty deystvitelno verish, chto eto sluchitsya?","Do you really believe that'll happen?","Thoughts, Needs & Feelings"
"526","2492","","","","","","","","Мы только что про тебя говорили.","My tolko chto pro tebya govorili.","We were just talking about you.","Fluency Builder 5"
"527","2493","","","","","","","","Потому что там работал его отец.","Potomu chto tam rabotal ego otets.","Because his father was working there.","Work & Daily Tasks"
"528","1494","","","","","","","","Кто был там в ту ночь?","Kto byl tam v tu noch?","Who was there that night?","Fluency Builder 3"
"529","1498","","","","","","","","Кто сказал, что ты можешь спать?","Kto skazal, chto ty mozhesh spat?","Who said you could sleep?","Fluency Builder 3"
"530","2503","","","","","","","","Я был убеждён, что он преуспеет.","Ya byl ubezhdyon, chto on preuspeet.","I was convinced he would succeed.","Fluency Builder 6"
"531","2507","","","","","","","","Мы знаем, что эта работа опасна.","My znaem, chto eta rabota opasna.","We know the work is dangerous.","Work & Daily Tasks"
"532","2510","","","","","","","","Если он тебе нравится, купи его.","Esli on tebe nravitsya, kupi ego.","If you like it, buy it.","Shopping & Money"
"533","2511","","","","","","","","Они могли купить всё, что нужно.","Oni mogli kupit vsyo, chto nuzhno.","They could buy everything they needed.","Shopping & Money"
"534","2517","","","","","","","","Он заявил, что хорошо тебя знает.","On zayavil, chto khorosho tebya znaet.","He claimed he knew you well.","Fluency Builder 6"
"535","2528","","","","","","","","Я была рождена, чтобы любить тебя.","Ya byla rozhdena, chtoby lyubit tebya.","I was born to love you.","Fluency Builder 6"
"536","2534","","","","","","","","Я только что закончил красить дом.","Ya tolko chto zakonchil krasit dom.","I just finished painting the house.","Home & Family Life"
"537","2538","","","","","","","","Мы знали, что это может случиться.","My znali, chto eto mozhet sluchitsya.","We knew that that might happen.","Fluency Builder 6"
"538","2540","","","","","","","","Она говорит, что может нам помочь.","Ona govorit, chto mozhet nam pomoch.","She says she can help us.","Fluency Builder 6"
"539","2548","","","","","","","","Хорошо, но ты можешь сделать лучше.","Khorosho, no ty mozhesh sdelat luchshe.","Good, but you can do better.","Fluency Builder 6"
"540","2561","","","","","","","","Обещаю тебе, что буду тебя защищать.","Obeshchayu tebe, chto budu tebya zashchishchat.","I promise I will protect you.","Fluency Builder 6"
"541","2570","","","","","","","","Потому что я был газетным репортёром.","Potomu chto ya byl gazetnym reportyorom.","Because I was a newspaper reporter.","Fluency Builder 6"
"542","2582","","","","","","","","Я знаю, что иногда разочаровываю тебя.","Ya znayu, chto inogda razocharovyvayu tebya.","I know I disappoint you sometimes.","Fluency Builder 6"
"543","2595","","","","","","","","Я предупреждал тебя, что он сумасшедший.","Ya preduprezhdal tebya, chto on sumasshedshiy.","I warned you he was crazy.","Fluency Builder 6"
"544","3402","","","","","","","","Не говори ему, что я уезжаю.","Ne govori emu, chto ya uezzhayu.","Please don't tell him that I'm leaving.","Core Social Language"
"545","3506","","","","","","","","Мне жаль, что ничего не вышло.","Mne zhal, chto nichego ne vyshlo.","I'm sorry that things didn't work out.","Core Social Language"
"546","672","","","","","","","","Извините, можете сказать это ещё раз?","Izvinite, mozhete skazat eto eshchyo raz?","Excuse me, can you tell me that again?","Core Social Language"
"547","3871","","","","","","","","Прости, что звоню тебе на работу.","Prosti, chto zvonyu tebe na rabotu.","I'm sorry I'm calling you at work.","Core Social Language"
"548","3009","","","","","","","","Простите, как, Вы сказали, Вас зовут?","Prostite, kak, Vy skazali, Vas zovut?","Sorry, what was your name again?","Core Social Language"
"549","2616","","","","","","","","О чём ты с ним говорил?","O chyom ty s nim govoril?","What did you talk to him about?","Fluency Builder 6"
"550","2618","","","","","","","","О чём вы с ней говорили?","O chyom vy s ney govorili?","What did you speak about with her?","Fluency Builder 6"
"551","2621","","","","","","","","Кто ходил с вами в музей?","Kto khodil s vami v muzey?","Who went to the museum with you?","Fluency Builder 6"
"552","2623","","","","","","","","Кто из вас пойдёт со мной?","Kto iz vas poydyot so mnoy?","Which of you will come with me?","Fluency Builder 6"
"553","2626","","","","","","","","Есть ли в твоём доме мышь?","Est li v tvoyom dome mysh?","Is there a mouse in your house?","Home & Family Life"
"554","2627","","","","","","","","Что, блядь, с тобой не так?","Chto, blyad, s toboy ne tak?","What the fuck is wrong with you?","Fluency Builder 6"
"555","2631","","","","","","","","Ты на поезде или на машине?","Ty na poezde ili na mashine?","Do you go by train or car?","Travel & Transport"
"556","2642","","","","","","","","Отчего ты так в этом уверен?","Otchego ty tak v etom uveren?","What makes you so sure about that?","Fluency Builder 6"
"557","2648","","","","","","","","А в другом цвете такое есть?","A v drugom tsvete takoe est?","Is this available in a different colour?","Fluency Builder 6"
"558","2649","","","","","","","","Ты привёл свою семью с собой?","Ty privyol svoyu semyu s soboy?","Did you bring your family with you?","Fluency Builder 6"
"559","2650","","","","","","","","Он ездит в школу на автобусе?","On ezdit v shkolu na avtobuse?","Does he go to school by bus?","Travel & Transport"
"560","2661","","","","","","","","Вы едете в отпуск на Сицилию?","Vy edete v otpusk na Sitsiliyu?","Are you going on vacation in Sicily?","Fluency Builder 6"
"561","2672","","","","","","","","О чём вы двое обычно говорите?","O chyom vy dvoe obychno govorite?","What do you two usually talk about?","Fluency Builder 6"
"562","2673","","","","","","","","Ты с ним в хороших отношениях?","Ty s nim v khoroshikh otnosheniyakh?","Are you on good terms with him?","Fluency Builder 6"
"563","2676","","","","","","","","Что у вас хранится на чердаке?","Chto u vas khranitsya na cherdake?","What do you keep in the attic?","Fluency Builder 6"
"564","2683","","","","","","","","Кто хочет со мной по магазинам?","Kto khochet so mnoy po magazinam?","Who wants to go shopping with me?","Shopping & Money"
"565","2686","","","","","","","","Вы играете в футбол с друзьями?","Vy igraete v futbol s druzyami?","Do you play soccer with your friends?","Health & Body"
"566","2687","","","","","","","","Кто знает ответ на этот вопрос?","Kto znaet otvet na etot vopros?","Who knows the answer to this question?","Fluency Builder 6"
"567","2691","","","","","","","","Они поехали в музей на автобусе?","Oni poekhali v muzey na avtobuse?","Did they go to museum by bus?","Travel & Transport"
"568","2695","","","","","","","","Вы помогаете своей жене по дому?","Vy pomogaete svoey zhene po domu?","Do you help your wife at home?","Home & Family Life"
"569","2700","","","","","","","","Что канадцы обычно едят на обед?","Chto kanadtsy obychno edyat na obed?","What do Canadians usually eat for lunch?","Food & Restaurants"
"570","2713","","","","","","","","В котором часу ты закрыл магазин?","V kotorom chasu ty zakryl magazin?","What time did you close the store?","Shopping & Money"
"571","2715","","","","","","","","Рядом с твоим домом есть зоопарк?","Ryadom s tvoim domom est zoopark?","Is there a zoo near your home?","Home & Family Life"
"572","2725","","","","","","","","Вы обвиняете нас в завышении цены?","Vy obvinyaete nas v zavyshenii tseny?","Are you accusing us of price gouging?","Fluency Builder 6"
"573","2729","","","","","","","","Ты часто ездишь в деловые поездки?","Ty chasto ezdish v delovye poezdki?","Do you often go on business trips?","Travel & Transport"
"574","2737","","","","","","","","Ты ходишь за покупками по выходным?","Ty khodish za pokupkami po vykhodnym?","Do you go shopping at the weekend?","Shopping & Money"
"575","2738","","","","","","","","Что Библия говорит по этому поводу?","Chto Bibliya govorit po etomu povodu?","What does the Bible say about this?","Fluency Builder 6"
"576","2742","","","","","","","","Ты любишь ходить на блошиные рынки?","Ty lyubish khodit na bloshinye rynki?","Do you like going to flea markets?","Fluency Builder 6"
"577","2750","","","","","","","","Вы хотите мелкие купюры или крупные?","Vy khotite melkie kupyury ili krupnye?","Do you want small bills or large?","Shopping & Money"
"578","2755","","","","","","","","Ты приезжаешь в школу на велосипеде?","Ty priezzhaesh v shkolu na velosipede?","Do you come to school by bicycle?","Fluency Builder 6"
"579","2765","","","","","","","","Кто написал предисловие к этой книге?","Kto napisal predislovie k etoy knige?","Who wrote the preface for this book?","Fluency Builder 6"
"580","2767","","","","","","","","Есть ли другие вселенные, кроме нашей?","Est li drugie vselennye, krome nashey?","Are there other universes outside our own?","Fluency Builder 6"
"581","2769","","","","","","","","Вы хотите использовать для оплаты чек?","Vy khotite ispolzovat dlya oplaty chek?","You want to pay with a check?","Shopping & Money"
"582","2772","","","","","","","","С кем ты обычно занимаешься серфингом?","S kem ty obychno zanimaeshsya serfingom?","Who do you usually go surfing with?","Fluency Builder 6"
"583","2776","","","","","","","","Кто является истцом на данном процессе?","Kto yavlyaetsya isttsom na dannom protsesse?","Who is the plaintiff in this trial?","Fluency Builder 6"
"584","2777","","","","","","","","Постой, ты сказал ""подруга"" или ""друг""?","Postoy, ty skazal ""podruga"" ili ""drug""?","Wait, did you say girlfriend or boyfriend?","Fluency Builder 6"
"585","2791","","","","","","","","Кто победит в этом гипотетическом матче?","Kto pobedit v etom gipoteticheskom matche?","Who would win in this hypothetical matchup?","Food & Restaurants"
"586","2293","","","","","","","","Если я забуду, напомни мне, пожалуйста.","Esli ya zabudu, napomni mne, pozhaluysta.","In case I forget, please remind me.","Core Social Language"
"587","2801","","","","","","","","Таким образом, ты решил стать преступником?","Takim obrazom, ty reshil stat prestupnikom?","So you decided to become a criminal?","Fluency Builder 6"
"588","2848","","","","","","","","Вы же на это не поведётесь?","Vy zhe na eto ne povedyotes?","You aren't buying this, are you?","Shopping & Money"
"589","2876","","","","","","","","Я пойду выйду. Ты не пойдёшь?","Ya poydu vyydu. Ty ne poydyosh?","I am going out, aren't you?","Fluency Builder 6"
"590","2884","","","","","","","","Что вы делаете с моей машиной?","Chto vy delaete s moey mashinoy?","What're you doing with my car?","Travel & Transport"
"591","2900","","","","","","","","Не хорошо ли это, иметь друзей?","Ne khorosho li eto, imet druzey?","Isn't it good to have friends?","Fluency Builder 6"
"592","2905","","","","","","","","Вы в курсе того, что произошло?","Vy v kurse togo, chto proizoshlo?","Are you aware of what's happened?","Fluency Builder 6"
"593","2906","","","","","","","","Ты же видел, что произошло, да?","Ty zhe videl, chto proizoshlo, da?","You saw what happened, didn't you?","Fluency Builder 6"
"594","1411","","","","","","","","Извините, а можно нам ещё хлеба?","Izvinite, a mozhno nam eshchyo khleba?","Excuse me, could we have some more bread?","Core Social Language"
"595","2917","","","","","","","","Только без меня не ходи, ладно?","Tolko bez menya ne khodi, ladno?","Just don't go without me, okay?","Fluency Builder 6"
"596","2940","","","","","","","","Ты что, правда не умеешь плавать?","Ty chto, pravda ne umeesh plavat?","You mean you really can't swim?","Fluency Builder 6"
"597","2983","","","","","","","","Что здесь на самом деле происходит?","Chto zdes na samom dele proiskhodit?","What's really going on around here?","Fluency Builder 6"
"598","2984","","","","","","","","Господи, что со мной такое сегодня?","Gospodi, chto so mnoy takoe segodnya?","God, what's wrong with me today?","Time & Plans"
"599","3498","","","","","","","","Мне их даже как-то жаль стало.","Mne ikh dazhe kak-to zhal stalo.","I felt kind of sorry for them.","Core Social Language"
"600","4512","","","","","","","","Прости, что не позвонил вчера вечером.","Prosti, chto ne pozvonil vchera vecherom.","I'm sorry I didn't call last night.","Core Social Language"
"601","3016","","","","","","","","Ты уверен, что поблизости никого нет?","Ty uveren, chto poblizosti nikogo net?","Are you sure no one's around?","Fluency Builder 7"
"602","3024","","","","","","","","Что сейчас делает твоя старшая сестра?","Chto seychas delaet tvoya starshaya sestra?","What's your older sister doing now?","Fluency Builder 7"
"603","3082","","","","","","","","Ты не рад, что ты богат?","Ty ne rad, chto ty bogat?","Aren't you glad you're rich?","Fluency Builder 7"
"604","3088","","","","","","","","Что ещё может пойти не так?","Chto eshchyo mozhet poyti ne tak?","What else can go wrong?","Fluency Builder 7"
"605","3093","","","","","","","","Могу я проводить тебя до дома?","Mogu ya provodit tebya do doma?","Can I walk you home?","Home & Family Life"
"606","3098","","","","","","","","Стало быть, я могу идти, верно?","Stalo byt, ya mogu idti, verno?","So I can go, right?","Fluency Builder 7"
"607","3111","","","","","","","","Вы с ней только что познакомились?","Vy s ney tolko chto poznakomilis?","Did you just meet her?","Fluency Builder 7"
"608","2668","","","","","","","","Прости, я что-то не то сказал?","Prosti, ya chto-to ne to skazal?","I'm sorry, did I say something wrong?","Core Social Language"
"609","42","","","","","","","","Я знаю, что я хочу сделать.","Ya znayu, chto ya khochu sdelat.","I know what I want to do.","Thoughts, Needs & Feelings"
"610","43","","","","","","","","Я уже знаю, как это делать.","Ya uzhe znayu, kak eto delat.","I already know how to do that.","Questions & Answers"
"611","44","","","","","","","","Я очень хорошо знаю, кто ты.","Ya ochen khorosho znayu, kto ty.","I know very well who you are.","Fluency Builder 1"
"612","45","","","","","","","","Я знаю, кто может это сделать.","Ya znayu, kto mozhet eto sdelat.","I know somebody who can do that.","Fluency Builder 1"
"613","47","","","","","","","","Я могу это сделать, если хочешь.","Ya mogu eto sdelat, esli khochesh.","I can do that if you want.","Thoughts, Needs & Feelings"
"614","48","","","","","","","","Думаю, нам надо сделать это сегодня.","Dumayu, nam nado sdelat eto segodnya.","I think we should do that today.","Thoughts, Needs & Feelings"
"615","190","","","","","","","","Я хочу знать, кто это был.","Ya khochu znat, kto eto byl.","I want to know who it was.","Thoughts, Needs & Feelings"
"616","191","","","","","","","","Я знаю, где ты хочешь быть.","Ya znayu, gde ty khochesh byt.","I know where you want to be.","Questions & Answers"
"617","197","","","","","","","","Я знаю, что она была занята.","Ya znayu, chto ona byla zanyata.","I know that she has been busy.","Travel & Transport"
"618","198","","","","","","","","Я только хотел дать Вам это.","Ya tolko khotel dat Vam eto.","I just wanted to give you this.","Thoughts, Needs & Feelings"
"619","199","","","","","","","","Я хочу сделать это для тебя.","Ya khochu sdelat eto dlya tebya.","I want to do it for you.","Thoughts, Needs & Feelings"
"620","201","","","","","","","","Я знаю, что это было ошибкой.","Ya znayu, chto eto bylo oshibkoy.","I know that that was a mistake.","Fluency Builder 1"
"621","203","","","","","","","","Я знаю, что могу её починить.","Ya znayu, chto mogu eyo pochinit.","I know that I can fix it.","Fluency Builder 1"
"622","206","","","","","","","","Она может знать, что мы здесь.","Ona mozhet znat, chto my zdes.","She might know that we are here.","Fluency Builder 1"
"623","208","","","","","","","","Я могу читать тебя, как книгу.","Ya mogu chitat tebya, kak knigu.","I can read you like a book.","Questions & Answers"
"624","209","","","","","","","","Мне нужно знать, что это было.","Mne nuzhno znat, chto eto bylo.","I need to know what that was.","Thoughts, Needs & Feelings"
"625","210","","","","","","","","Ты знал, что тебе надо делать.","Ty znal, chto tebe nado delat.","You knew what you had to do.","Thoughts, Needs & Feelings"
"626","212","","","","","","","","Вам нужно помочь мне их найти.","Vam nuzhno pomoch mne ikh nayti.","You need to help me find them.","Thoughts, Needs & Feelings"
"627","214","","","","","","","","Я знаю, что вы очень старались.","Ya znayu, chto vy ochen staralis.","I know that you did your best.","Fluency Builder 1"
"628","216","","","","","","","","Думаю, что это была его ошибка.","Dumayu, chto eto byla ego oshibka.","I think that it was his mistake.","Thoughts, Needs & Feelings"
"629","217","","","","","","","","Мне нужно это как можно скорее.","Mne nuzhno eto kak mozhno skoree.","I need it as quickly as possible.","Questions & Answers"
"630","221","","","","","","","","Вы должны помнить, кто вы есть.","Vy dolzhny pomnit, kto vy est.","You need to remember who you are.","Thoughts, Needs & Feelings"
"631","222","","","","","","","","Вам надо как можно скорее уйти.","Vam nado kak mozhno skoree uyti.","You should leave as soon as possible.","Questions & Answers"
"632","224","","","","","","","","Я думаю, ты должен слушать меня.","Ya dumayu, ty dolzhen slushat menya.","I think you should listen to me.","Thoughts, Needs & Feelings"
"633","227","","","","","","","","Что нам сейчас нужно — это отдых.","Chto nam seychas nuzhno — eto otdykh.","What we need now is a rest.","Thoughts, Needs & Feelings"
"634","228","","","","","","","","Я тоже очень хорошо провел время.","Ya tozhe ochen khorosho provel vremya.","I also had a very good time.","Fluency Builder 1"
"635","231","","","","","","","","Позволь мне сказать, что я думаю.","Pozvol mne skazat, chto ya dumayu.","Let me tell you what I think.","Thoughts, Needs & Feelings"
"636","235","","","","","","","","Ты должен сказать нам, что делать.","Ty dolzhen skazat nam, chto delat.","You should tell us what to do.","Fluency Builder 1"
"637","238","","","","","","","","Она может сделать это, если хочет.","Ona mozhet sdelat eto, esli khochet.","She can do that if she wants.","Thoughts, Needs & Feelings"
"638","242","","","","","","","","Ты можешь спать здесь, если хочешь.","Ty mozhesh spat zdes, esli khochesh.","You can sleep here if you want.","Thoughts, Needs & Feelings"
"639","249","","","","","","","","Думаю, мне надо перестать это делать.","Dumayu, mne nado perestat eto delat.","I think I should stop doing this.","Thoughts, Needs & Feelings"
"640","4942","","","","","","","","Ты мой друг, а не он.","Ty moy drug, a ne on.","You are my friend, not him.","Fluency Builder 10"
"641","4977","","","","","","","","Я знал, что мои вещи там.","Ya znal, chto moi veshchi tam.","I knew my stuff was there.","Fluency Builder 10"
"642","4984","","","","","","","","Я с трудом нашла твой дом.","Ya s trudom nashla tvoy dom.","I found your house with difficulty.","Home & Family Life"
"643","3495","","","","","","","","Спасибо вам за время и усилия.","Spasibo vam za vremya i usiliya.","Thank you for your time and effort.","Core Social Language"
"644","4997","","","","","","","","Я спросил у всех, что это.","Ya sprosil u vsekh, chto eto.","I asked everyone what that was.","Fluency Builder 10"
"645","700","","","","","","","","Я мог бы вам это купить.","Ya mog by vam eto kupit.","I could have bought that for you.","Shopping & Money"
"646","710","","","","","","","","Я сказал вам, где я живу.","Ya skazal vam, gde ya zhivu.","I told you guys where I live.","Questions & Answers"
"647","713","","","","","","","","Ты сказал мне, что ты ешь.","Ty skazal mne, chto ty esh.","You told me that you are eating.","Fluency Builder 2"
"648","722","","","","","","","","Я знал, что они меня ищут.","Ya znal, chto oni menya ishchut.","I knew they were looking for me.","Fluency Builder 2"
"649","723","","","","","","","","Я доволен тем, кто я есть.","Ya dovolen tem, kto ya est.","I am happy with who I am.","Fluency Builder 2"
"650","725","","","","","","","","Я хочу, чтобы ты надел это.","Ya khochu, chtoby ty nadel eto.","I want you to wear this one.","Thoughts, Needs & Feelings"
"651","726","","","","","","","","Я думала, что я здесь одна.","Ya dumala, chto ya zdes odna.","I thought that I was alone here.","Thoughts, Needs & Feelings"
"652","728","","","","","","","","Я вчера весь день был дома.","Ya vchera ves den byl doma.","I was at home all day yesterday.","Home & Family Life"
"653","731","","","","","","","","Я хочу спросить тебя о ней.","Ya khochu sprosit tebya o ney.","I want to ask you about her.","Thoughts, Needs & Feelings"
"654","732","","","","","","","","У меня всё ещё есть работа.","U menya vsyo eshchyo est rabota.","I still have a job to do.","Work & Daily Tasks"
"655","738","","","","","","","","Давай я покажу тебе наш дом.","Davay ya pokazhu tebe nash dom.","Let me show you around our house.","Questions & Answers"
"656","739","","","","","","","","Я могу доказать, что я прав.","Ya mogu dokazat, chto ya prav.","I can prove that I am right.","Fluency Builder 2"
"657","740","","","","","","","","Я убедил его, что он ошибся.","Ya ubedil ego, chto on oshibsya.","I convinced him that he was wrong.","Fluency Builder 2"
"658","741","","","","","","","","Я спросил его, куда он идет.","Ya sprosil ego, kuda on idet.","I asked him where he was going.","Questions & Answers"
"659","742","","","","","","","","Он уже должен был бы прийти.","On uzhe dolzhen byl by priyti.","He ought to have come by now.","Fluency Builder 2"
"660","743","","","","","","","","Он думал, что я очень устал.","On dumal, chto ya ochen ustal.","He thought that I was very tired.","Thoughts, Needs & Feelings"
"661","744","","","","","","","","Я вспомнил, что ты мой брат.","Ya vspomnil, chto ty moy brat.","I remembered that you were my brother.","Fluency Builder 2"
"662","746","","","","","","","","Да, я думаю, вам надо пойти.","Da, ya dumayu, vam nado poyti.","Yes, I believe that you should go.","Thoughts, Needs & Feelings"
"663","747","","","","","","","","Я думаю, ты мой лучший друг.","Ya dumayu, ty moy luchshiy drug.","I think you are my best friend.","Thoughts, Needs & Feelings"
"664","749","","","","","","","","Если бы я знал, что сказать!","Esli by ya znal, chto skazat!","I wish I knew what to say.","Fluency Builder 2"
"665","751","","","","","","","","Когда я пришёл, он уже ушёл.","Kogda ya prishyol, on uzhe ushyol.","When I came, he was already gone.","Questions & Answers"
"666","755","","","","","","","","Я думал, что найду тебя там.","Ya dumal, chto naydu tebya tam.","I thought I would find you there.","Thoughts, Needs & Feelings"
"667","758","","","","","","","","Я знал, что это их обрадует.","Ya znal, chto eto ikh obraduet.","I knew it would make them happy.","Fluency Builder 2"
"668","762","","","","","","","","Я хочу вернуться в тот день.","Ya khochu vernutsya v tot den.","I want to return to that day.","Thoughts, Needs & Feelings"
"669","763","","","","","","","","Я тебе сказал, что я против.","Ya tebe skazal, chto ya protiv.","I told you I was against it.","Fluency Builder 2"
"670","769","","","","","","","","Я думаю, что ее парень грек.","Ya dumayu, chto ee paren grek.","I think that her boyfriend is Greek.","Thoughts, Needs & Feelings"
"671","770","","","","","","","","Я хочу видеть его среди нас.","Ya khochu videt ego sredi nas.","I wish to see him among us.","Thoughts, Needs & Feelings"
"672","774","","","","","","","","Она уже ушла, когда я прибыл.","Ona uzhe ushla, kogda ya pribyl.","She had already gone when I arrived.","Questions & Answers"
"673","777","","","","","","","","Я верю, что всё будет хорошо.","Ya veryu, chto vsyo budet khorosho.","I believe that everything will be okay.","Thoughts, Needs & Feelings"
"674","779","","","","","","","","Я хочу, чтобы мы были семьёй.","Ya khochu, chtoby my byli semyoy.","I want us to be a family.","Thoughts, Needs & Feelings"
"675","781","","","","","","","","Я спросил их, что они делают.","Ya sprosil ikh, chto oni delayut.","I asked them what they were doing.","Fluency Builder 2"
"676","782","","","","","","","","Ты именно тот, кто мне нужен.","Ty imenno tot, kto mne nuzhen.","You are the very person I need.","Thoughts, Needs & Feelings"
"677","783","","","","","","","","Я знаю, мой отец поможет мне.","Ya znayu, moy otets pomozhet mne.","I know my father will help me.","Fluency Builder 2"
"678","788","","","","","","","","Дурак я был, что вам доверял.","Durak ya byl, chto vam doveryal.","I was a fool to trust you.","Fluency Builder 2"
"679","790","","","","","","","","Я думаю, что их всех уволили.","Ya dumayu, chto ikh vsekh uvolili.","I think that they were all fired.","Thoughts, Needs & Feelings"
"680","803","","","","","","","","Тебе нужно пойти и взять его.","Tebe nuzhno poyti i vzyat ego.","You have to go and get it.","Thoughts, Needs & Feelings"
"681","808","","","","","","","","Это всё, что ему надо сделать.","Eto vsyo, chto emu nado sdelat.","This is all he has to do.","Thoughts, Needs & Feelings"
"682","810","","","","","","","","Я надеюсь, что он поможет нам.","Ya nadeyus, chto on pomozhet nam.","I expect that he will help us.","Fluency Builder 2"
"683","813","","","","","","","","Я говорю это, чтобы вы поняли.","Ya govoryu eto, chtoby vy ponyali.","I say this so that you understand.","Fluency Builder 2"
"684","818","","","","","","","","Мне надо быть здесь весь день.","Mne nado byt zdes ves den.","I need to be here all day.","Thoughts, Needs & Feelings"
"685","819","","","","","","","","Мне это нужно больше, чем вам.","Mne eto nuzhno bolshe, chem vam.","I need this more than you do.","Health & Body"
"686","820","","","","","","","","Ты вроде говорил, что он твой.","Ty vrode govoril, chto on tvoy.","I thought you said it was yours.","Fluency Builder 2"
"687","822","","","","","","","","Я могу отсюда видеть свой дом.","Ya mogu otsyuda videt svoy dom.","I can see my house from here.","Home & Family Life"
"688","830","","","","","","","","Она знает, что ей надо купить.","Ona znaet, chto ey nado kupit.","She knows what she has to buy.","Shopping & Money"
"689","834","","","","","","","","Я хочу ответить вам на письмо.","Ya khochu otvetit vam na pismo.","I want to respond to your letter.","Thoughts, Needs & Feelings"
"690","839","","","","","","","","Я очень сильно хочу её увидеть.","Ya ochen silno khochu eyo uvidet.","I want to see her very much.","Thoughts, Needs & Feelings"
"691","840","","","","","","","","Я могу понять, что она говорит.","Ya mogu ponyat, chto ona govorit.","I can understand what she is saying.","Fluency Builder 2"
"692","842","","","","","","","","Она думала, что доктор - это я.","Ona dumala, chto doktor - eto ya.","She thought that I was the doctor.","Health & Body"
"693","844","","","","","","","","Я зеваю, потому что хочу спать.","Ya zevayu, potomu chto khochu spat.","I am yawning because I feel sleepy.","Thoughts, Needs & Feelings"
"694","853","","","","","","","","Вам нужно сейчас же идти домой.","Vam nuzhno seychas zhe idti domoy.","You need to go home right now.","Home & Family Life"
"695","856","","","","","","","","Я думаю, ты сделал это нарочно.","Ya dumayu, ty sdelal eto narochno.","I think you did it on purpose.","Thoughts, Needs & Feelings"
"696","862","","","","","","","","Я намерен делать всё, что могу.","Ya nameren delat vsyo, chto mogu.","I plan to do everything I can.","Fluency Builder 2"
"697","864","","","","","","","","Я думаю, ему есть что скрывать.","Ya dumayu, emu est chto skryvat.","I think he has something to hide.","Thoughts, Needs & Feelings"
"698","868","","","","","","","","Поверь мне, я хочу тебе помочь.","Pover mne, ya khochu tebe pomoch.","Believe me, I want to help you.","Thoughts, Needs & Feelings"
"699","870","","","","","","","","Я очень уважаю его как учителя.","Ya ochen uvazhayu ego kak uchitelya.","I really respect him as a teacher.","Questions & Answers"
"700","873","","","","","","","","Он придёт, если ты его позовёшь.","On pridyot, esli ty ego pozovyosh.","He will come if you call him.","Fluency Builder 2"
